ScientificName,USDACode,FamilyName,PrimaryGrowthForm,Lifespan,Clade,GrowthForm4Model,TissueType,IntroYear,DominantInvasionPathway,InvasiveRangeSize,HabitatBreadth,LocalAbundance,natrng,ClonalPropagation,RegenerativeCapacity,Range,pHMin,pHMax,HardinessZoneMin,HardinessZoneMax,SelfCompatible,SLA_m2kg1,SeedWeightMean_g,ElevationMin_m,ElevationMax_m,PrecipMin_in,PrecipMax_in,HeightMax_m,LeafWidthMax_cm,LeafLengthMax_cm,monoploid,holoploid,TissueTypeDummy,ResidenceTime
Nymphaea odorata,NYOD,Nymphaeaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1945,,,,,50,,,,,8,4,11,,14.7,5.86,,,,,2.44,30.48,,0.4025,,1,81
Nymphoides peltata,,Menyanthaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,Escape,89,41,32,55,1,1,Long,,,5,10,0,25.6,0.5,,,,,0.15,15.24,15.24,0.7,,1,147
Odontarrhena muralis,,Brassicaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,13,,,,5.497136936,7.228063374,4.515276596,8.392512986,,28.4481321,672.3876916,1500.000001,1800,12.6530815,34.9,0.7,0.8,3,0.24842692,0.849833225,1,
Odontites vernus,,Scrophulariaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1896,,4,3,0,21,,0,,4.895270421,8.384530849,7.170484154,9.499165059,,20.70379211,0.19,5.064719558,1000.069965,18.25950105,78.4,0.38,0.95,5.08,0.58,1.208016836,1,130
Oenothera glazioviana,OEGL,Onagraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1870,,15,5,2,1,0,0,,5.763712441,7.927112289,9,10,,24.253,0.63,20.00000001,599.9999997,20,73,1.2371829,5,30,1.150000001,2.300000001,1,156
Oenothera laciniata,OELA,Onagraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1839,,,,,45,,,,5.6,8.7,9,10,,21.74552727,0.39,0,1000,13.82508617,68.02,0.61,3.5,15,0.67,0.727738705,1,187
Oenothera suffrutescens,OESU3,Onagraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,28,,,,5.829963574,7.692278816,6.713720806,10.03664649,,21.74552727,0.499651754,150,2000,14.50574691,65.45,0.51,6.5,1.5,0.448337718,0.575794412,1,
Oncosiphon piluliferum,,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1992,,50,7,85,,,0,,5.6,9.1,8,10,,21.76548373,0.08,500,900.0000003,6,31,0.637290769,0.1,3.5,1.218666423,3.884793397,1,34
Oplismenus undulatifolius,OPUN,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1996,,,,,48,,,,4.542568581,9.223648643,6,13,,26.46470061,1.72,0,2120.679026,8.241008444,73.5,0.3,0.2,8,1.054502668,1.602454913,1,30
Origanum vulgare,,Lamiaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1822,,14,9,1,75,1,1,,5.3,7,7,10,,22.93559401,0.09,50.00000001,889.9999998,21,67,1,3,4,0.4667,1.4,0,204
Ornithogalum umbellatum,ORUM,Asparagaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1840,,203,38,2,21,1,1,,5.491269845,8.535468208,4,9,,13.2,2.83,0,1500,15.08860696,36.29,0.3,0.5,30,24.84999998,80.19405992,1,186
Orobanche minor,ORMI,Orobanchaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1867,Contaminant,12,6,0,51,1,1,Long,5.274832961,8.224456382,8.112875686,10.10089163,,27.26261852,0.007939063,0,300,7,51,1,0.5,2,1.830000001,7.50150096,1,159
Oxalis debilis,,Oxalidaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1925,,6,5,0,16,1,1,,5.162962943,8.558421828,8.499875146,10.93151977,,59.3773913,0.647791906,0,100,12.01058078,70.94,0.3,1.96,4,0.490661672,1.427830058,1,101
Oxalis pes-caprae,OXPE,Oxalidaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1927,,44,5,399,2,1,1,,5,8.6,9,11,,59.3773913,0.647791906,10,500,13,75,0.6574055,3.72,12,0.76,3.603770189,1,99
Oxalis stricta,OXST2,Oxalidaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,55,,1,,4.95286931,8.333482238,7.690095939,10.32457834,,57.7,0.19,20.00000001,1200,11.9128046,79.8,0.51,3,8,0.305,1.22,1,
Pachysandra terminalis,PATE11,Buxaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1898,,59,16,152,5,0,1,,5.5,7.5,4,9,,6.726923424,13.543,0,1000,36,60,0.3,4,8,1.73,2.899296241,1,128
Packera glabella,PAGL17,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,18,0,0,,4,7,6.188916499,8.588687075,,21.76548373,0.3686,0,599.9999997,30,50,0.7,3,15,1.247079058,5.162290941,1,
Paederia cruddasiana,PACR15,Rubiaceae,Vine,Perennial,Angiosperm,Vine,Herbaceous,1916,,3,2,22,8,,1,,4.647379841,8.20180314,10,11,,18.61851018,59.18937909,0,1825.978195,17.09589412,137.72,9.999999996,10.5,16,0.933619711,4.731224569,1,110
Paederia foetida,PAFO3,Rubiaceae,Vine,Perennial,Angiosperm,Vine,Herbaceous,1937,Escape,39,5,702,31,,,Long,4.604255399,8.352255786,9.295336834,10.57213624,0,18.61851018,6.36,0,1800,15.78669017,124.93,9.140000001,5,14,0.7,2.8,1,89
Panicum antidotale,PAAN4,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1872,,1,1,0,,,1,,6,8,4.980889213,10.67492143,,21.30227628,1.01,0,1688.597317,15,24,1.83,2,60,1.093611899,4.90255669,1,154
Panicum miliaceum,PAMI2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1864,,10,8,0,9,0,0,,5.8,6.8,2,11,,21.30227628,4.46,0,3000.000001,10,20,0.91,2.5,40,1.04,4.571215347,1,162
Panicum repens,PARE3,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1876,Contaminant,164,13,3762,94,,1,Short,4,7.7,8,11,,21.30227628,0.65,0,2000,31,71,1,0.8,25,1.387160827,6.764859194,1,150
Papaver rhoeas,,Papaveraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1847,,19,10,0,60,0,0,,5,7.9,3,10,0,33.07,0.13,0,2000,13,43,0.46,9.48,15.24,2.405,4.809999997,1,179
Paraserianthes lophantha,PALO8,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1914,,10,2,8,4,,0,,5.3,8.6,9,10,,12.91147541,64.86,100,3000,14,39,8.242419221,0.74,5.72,0.879559403,3.527794892,0,112
Parentucellia viscosa,PAVI3,Scrophulariaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1889,Contaminant,28,6,18,30,0,0,Long,4.5,8.2,9,10,,27.26261852,0.02,0,840.0000005,25,117,0.6,1.5,4.5,1.359999999,4.344650538,1,137
Parthenium hysterophorus,,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1847,Escape,65,15,5,40,,0,Long,5.6,9,10,10,,21.76548373,0.57,0,2500,13,17,2.499999999,8,20,2.098594187,3.158742445,1,179
Parthenocissus tricuspidata,PATR6,Vitaceae,Vine,Perennial,Angiosperm,Vine,Woody,1902,,28,11,4,8,1,1,,5,6.5,4,8,,19.662,23.5,0,3312,35,60,18.00000001,15.24,20,0.55,1.100000001,0,124
Paspalum conjugatum,PACO14,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1895,Escape,,,,48,,1,Long,5,7,8.246143076,10.24904528,,17.0357751,0.6,0,1700,28,98,1,1,20,1.5,18.60966266,1,131
Paspalum dilatatum,PADI3,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1879,Escape,117,27,463,8,0,1,Long,4.9,7.5,6,9,,17.0357751,1.37,4.999999999,2199.999999,30,65,0.91,1.2,45,0.57,2.940000001,1,147
Paspalum notatum,PANO2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1913,,,,,11,,,,4.3,8.4,8,10,0,17.0357751,3.32,0,2000,30,98,0.61,0.51,30.48,0.91,3.785092662,1,113
Paspalum urvillei,PAUR2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1889,Escape,108,18,162,11,,1,Long,5.4,7.9,8,11,,17.0357751,0.73,0,1210.000001,39,98,2.499999999,2,65,1.2,11.85377924,1,137
Passiflora edulis,PAED,Passifloraceae,vine,Perennial,Angiosperm,Vine,Herbaceous,1956,Escape,2,2,0,6,,1,Long,6,8,10,12,0,17.934,15.46,0,2000,31,118,15.00000001,13,20.32,1.259999999,9.546103171,1,70
Pastinaca sativa,PASA2,Apiaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1863,Escape,528,33,1081,35,0,1,Short,6,6.5,4,8,,28.01748806,3.07,0,1600,17,34,2,15.24,45.72,1.749999999,5.015968423,1,163
Paulownia tomentosa,PATO2,Scrophulariaceae,Tree,Perennial,Angiosperm,Tree,Woody,1872,Escape,308,37,223,5,,1,Long,4,8,5,10,,,0.23,0,2000,30,59,24.99999999,56,30.48,1.632366495,9.775217247,0,154
Peganum harmala,PEHA,Nitrariaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1938,,40,9,6,47,,,,7.5,9.4,8,8,,16.63893511,2.52,59.99999999,3600,5,57.93,0.7,7.31,7.99,0.876810702,0.715427783,1,88
Perilla frutescens,PEFR4,Lamiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1868,,201,25,305,18,,0,,5.302968283,7.698374315,10,11,,28.70343763,1.4,0,1200,21.78859595,81.01,0.91,10,13,1.43,6.333622995,1,158
Persicaria hydropiper,PEHY6,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,,,,,91,1,1,,5,7.5,3.403448425,8.715588711,,30.31258178,2.02,7.37617988,1500,24,60,0.8,4.81,10,0.6646,1.329237,1,186
Persicaria lapathifolia,PELA22,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1834,,,,,168,1,1,,5.2,8.2,3.540252968,8.920719599,,30.31258178,1.49,0,2230,11,71,1,5.08,20.32,0.7,1.4,1,192
Persicaria longiseta,PELO10,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1910,,,,,26,0,0,,4.8,8,5.31789803,9.209467821,,30.31258178,1.33,0,300,42,44,0.91,3.18,7.62,2.03,5.105504719,1,116
Persicaria maculosa,PEMA24,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1803,,,,,78,0,0,,4,8.5,5.61148401,9.171259287,,28.64023609,1.6,0,1800,20,98,1.2,3,15,0.7707,3.082807349,1,223
Persicaria orientalis,POOR2,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1736,,8,5,0,28,,1,,4.547645859,8.237464308,4.521138128,9.414256994,1,30.31258178,2.759908605,0,3000.000001,21.74564382,97.98,2.44,16.51,25.4,1.311014168,4.105845741,1,290
Persicaria punctata,PEPU18,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1828,,,,,96,,1,,4.722268773,7.890392395,5.202310253,8.561681738,,30.31258178,3.77,0,1500,16.0050066,44.33,1.2,1.91,15.24,0.945173214,4.140887957,1,198
Persicaria wallichii,PEWA18,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1934,Escape,,,,,,1,Long,4.662205641,7.5,4.001289497,8.199892116,,30.31258178,2.759908605,0,4600,17,34,1.800000001,7.8,27,1.406520427,6.448424163,1,92
Petrorhagia dubia,PEDU2,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1941,,44,8,3,24,,,,5.732236662,8.181294096,8,10,,32.91,0.29,0,1800,20,111,0.6,2.5,20,0.931784522,4.9578698,1,85
Phalaris aquatica,PHAQ,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1890,,84,11,3391,27,1,1,,5.4,7.5,8,11,,22.83037468,1.71,0,1700,16,20,2,1.1,60,6.5,54.25823258,1,136
Phalaris canariensis,PHCA5,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1909,,9,9,1,2,0,1,,4.518778931,8.488532894,5,9,1,21.892,4.63,0,3000.000001,14,43,0.6,1.2,25,3.849999998,7.699999995,1,117
Phalaris minor,PHMI3,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1894,,13,5,0,48,0,1,,4,8,5,9,0,22.83037468,1.59,0,1000,6,67,0.9,1,0.5,4.500000002,12.10854436,1,132
Phellodendron amurense,PHAM2,Rutaceae,Tree,Perennial,Angiosperm,Tree,Woody,1924,,82,21,14,12,,0,,5,8.2,3,7,,11.64109467,9.46,3.958639357,2414.354578,19.2795458,48.8,15.23999999,5.89,38.1,2.829999999,8.998438464,0,102
Phoenix canariensis,PHCA13,Arecaceae,Tree,Perennial,Angiosperm,Tree,Woody,1880,Escape,30,6,1499,1,,0,Long,6.1,7.8,9,11,,16.67897783,1056,200,1000,11,63,18.00000001,216.47,180,0.9,13.64048264,0,146
Phoenix reclinata,PHRE,Arecaceae,Tree,Perennial,Angiosperm,Tree,Woody,1890,,39,4,228,43,,1,,5.527050379,8.768300306,9,11,,16.67897783,364.08,0,3000.000001,20,197,15.19999999,318.32,270,1.390413112,12.86518493,0,136
Photinia serratifolia,,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1927,,32,10,58,6,,0,,6.1,7.8,6,11,,7.287439555,16.346,4.999999999,370,24,47,9.140000001,1.27,20.32,1.097898068,2.266987208,0,99
Phragmites australis subsp. australis,PHAUA7,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1850,,,,,,,,,,,,,,15.02978237,0.1,,1600,8,57,4.57,4,60.96,3.01,,1,176
Phyllanthus tenellus,PHTE5,Phyllanthaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1925,,2,2,0,8,,0,,5.536401357,8.5,5.983816892,10.27170347,,18.86078,96.18427273,0,800,12.91294318,89.9,0.48,0.9,1.91,0.654735659,1.057795843,1,101
Phyllanthus urinaria,PHUR,Euphorbiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1945,Escape,84,10,1,40,,,Long,5.425420169,8.655659499,6.162600505,10.29213382,,18.86078,96.18427273,0,550,11,98,0.6,0.9,2,0.670627099,1.113085016,1,81
Phyllostachys aurea,PHAU8,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1882,Escape,268,31,496,2,,1,Short,5,7.5,4,10,,26.46470061,8.839506508,0,2000,35,65,11.80000001,1.1,8,2.301794458,19.3312623,1,144
Phyllostachys aureosulcata,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1908,Escape,21,11,7,1,,1,Short,5.030904149,8.014563421,4,11,,26.46470061,8.839506508,0,2000,30.89699978,78.83,5.49,1.33,7.53,2.784105501,13.22850381,1,118
Physalis virginiana,PHVI5,Solanaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,46,,,,5.863151543,8,6,9,0,38.3,1.53,11.39999779,1668.609379,10.23079919,40.84,0.61,1.91,7.62,0.97111556,1.863838258,1,
Phytolacca acinosa,PHAC80,Phytolaccaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,15,,,,5.5,7.5,5.069685077,8.316080868,,51.25,10.88,0,300,24,35,3.000000001,15,30,1.259999999,8.215688527,1,
Phytolacca americana,PHAM4,Phytolaccaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,48,0,1,,4.7,8,4,8,1,51.25,6.3,0.53160929,1000,30,65,3.049999999,17.78,30.48,0.725,2.899999998,1,
Picea abies,PIAB,Pinaceae,Tree,Perennial,Gymnosperm,Tree,Woody,1889,,107,18,14,24,1,1,,5,7,2,7,,6.054248251,6.91,59.34504314,2000,24,60,18.29000001,1.92,2.54,20.01000001,40.02000004,0,137
Picris hieracioides,PIHI,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1864,,,,,45,0,1,,5.614414501,7.376668266,5,9,0,23.78426891,1.1,123.5163675,1743.933497,19.51603117,50.73,1.2,8.66,19.37,1.13,3.490000001,1,162
Pilosella floribunda,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,,,,,24,,0,,5.914469914,7.252161044,6.382037132,9.059156323,,14.48396909,0.15,5.972791125,544.8802413,19.81668685,44.21,0.15,1.55,8.75,2.05,9.300000006,1,147
Pilosella glomerata,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1828,,,,,21,,,,5.825072289,7.357273514,6.329604255,8.968018564,,14.48396909,0.15,6.471136444,595.596136,19.76425661,44.52,0.273921784,1.82,10.62,1.970913805,8.584764644,1,198
Pilosella officinarum,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1861,,,,,37,1,1,,6.022453418,6.975114696,6.66186188,8.946637599,0,14.48396909,0.18,10,100,21.40884141,35.46,0.14,1.22,7.94,1.720000001,9.160000004,1,165
Pilosella piloselloides,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,,,,,29,,1,,5.544152672,7.696987905,5.876590036,8.736601007,,14.48396909,0.1,10,1500,18.13101951,53.29,1.02,2.54,15,1.825,7.299999999,1,147
Pimpinella saxifraga,,Apiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1877,,27,5,4,43,0,1,,5.956182617,7.531663652,4,8,,18.80874399,1.19,0,1610.483526,16.43620994,84.97,0.91,13.13,30.48,3.819999997,8.970000001,1,149
Pinus elliottii var. elliottii,PIELE2,Pinaceae,Tree,Perennial,Gymnosperm,Tree,Woody,,,,,,,,0,,,,8,11,,6.270375551,36.63,327,1222,45,59,36,0.1,27.94,22.61,,0,
Pinus sylvestris,PISY,Pinaceae,Tree,Perennial,Gymnosperm,Tree,Woody,1862,,111,22,104,45,0,1,,4,7,2,7,,4.92704888,5.78,0,2600,8,79,30.48,0.2,8.89,22.97999998,45.95999998,0,164
Pinus thunbergii,PITH2,Pinaceae,Tree,Perennial,Gymnosperm,Tree,Woody,1927,,14,6,6,2,0,0,,5.5,8,5,8,,6.270375551,13.83,0,1000,41,61,18.29000001,0.2,10.8,25.4,31.56082761,0,99
Piptatherum miliaceum,PIMI3,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1941,,43,8,183,,0,,,5.661358342,8.028947316,8.238235172,11,,26.46470061,8.839506508,0,1550,13,73,0.933961411,1,30,2.18426049,10.35035769,1,85
Pistacia chinensis,,Anacardiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1940,,29,10,68,15,,0,,5.240221772,8.258248199,6,9,,11.98885398,57.39,212.7553005,2564.810861,19.44853572,29.35,10.7,4.74,30.48,0.905851294,3.002510855,0,86
Pistia stratiotes,PIST2,Araceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1765,Escape,,,,128,,,Long,4.995294155,7.826304993,8,10,,26.25986536,58.53008,0,1000,15.87093265,80.81,0.15,10,20,0.3,0.633918487,1,261
Pittosporum undulatum,PIUN2,Pittosporaceae,Tree,Perennial,Angiosperm,Tree,Woody,1925,,17,3,36,4,,0,,5.308822909,7.144203546,9,11,,8.30683802,8.35,100,1000,31,106,12,9.42,7.5,1.545736276,20.15264458,0,101
Plantago aristata,PLAR3,Plantaginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1869,,,,,42,,,,4.719673454,6.904734325,5.214512242,8.840421584,,22.53061579,1.51,0.917802304,200,18.45806172,34.2,0.41,0.64,15.24,0.646043877,2.213757811,1,157
Plantago lanceolata,PLLA,Plantaginaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1895,Contaminant,992,74,40,79,1,1,Long,4.2,7.8,5,9,,19.23134445,1.35,0,1600,20,98,0.41,4.5,20,1.45,2.899999998,1,131
Plantago major,PLMA2,Plantaginaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1850,Contaminant,457,72,46,101,0,1,Long,4.8,7.3,3,12,,21.78638514,0.19,0,2100,6,34,0.41,10.16,20.32,0.712,1.424,1,176
Poa annua,POAN,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1841,Contaminant,135,44,39,113,0,1,Long,4.8,8.143603461,4,8,,36.7588638,0.26,0,1200,4,17,0.2,0.6,12,1.425,5.699999999,1,185
Poa compressa,POCO,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1872,Escape,514,55,215,47,1,1,Long,5,7.236434058,5,7,1,19.51132182,0.21,1829,2591,12,45,0.6,0.4,12,2.899999999,52.79250187,1,154
Poa humilis,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,,,,,,21,1,1,,6,7.5,3,7,,23.52414026,0.29,1220,3659.000001,14.50509241,38.8,0.9,0.5,20,1.625005523,17.31283848,1,
Poa pratensis,POPR,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1911,Escape,,,,153,1,1,Long,6,7.5,3,7,1,27.17865238,0.31,1220,3659.000001,13,109,0.9,0.5,20,0.9,9.640000005,1,115
Poa pratensis subsp. pratensis,POPRP2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1883,,,,,,,,,6,7.5,3,7,,23.52414026,0.25,1220,3659,10,31,0.9,0.5,20,4.82,,1,143
Poa trivialis,POTR2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1820,,207,40,29,83,1,1,,4.8,8.072981161,3,7,,30.93111246,0.15,10,699.9999996,20,50,0.08,0.6,20,2.8,5.600000002,1,206
Polycarpon tetraphyllum,POTE,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1878,,26,8,1,51,,0,,5.738516157,8.126312021,8,10,,102.6072,0.07,0,2230,13,69,0.2,1,1.5,1.181728695,3.419193087,1,148
Polygonum argyrocoleon,POAR5,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1880,,7,6,0,26,,,,5.391317269,8,6,10,,33.05047143,0.76,29.99999998,1067,13,67,0.8,0.8,5,0.418276896,3.376325479,1,146
Polygonum aviculare,,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1822,Contaminant,176,51,33,99,0,0,Long,5,8.4,2,10,,26.99096612,1.29,29.99999998,3080,8,70,0.2,2,6,0.4025,1.61,1,204
Polygonum perfoliatum,POPE10,Polygonaceae,Vine,Annual,Angiosperm,Vine,Herbaceous,1946,,149,20,725,,,0,,5.5,6.4,4.990801781,9.530863719,,33.05047143,20.72,80.00000003,2300,16,118,6.000000002,5,7,0.518314019,27.65828674,1,80
Polypogon monspeliensis,POMO5,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1855,Contaminant,220,31,70,75,0,1,Long,4.8,7.8,7,10,,26.46470061,0.09,29.99999998,2499.000001,7,85,1.02,0.7,1.6,1.513411155,9.672043138,1,171
Polypogon viridis,POVI9,Poaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1872,,20,10,2,55,,1,,4.647233257,7.946629595,8,10,,26.46470061,0.09,6.828615481,3000.000001,9,75,1.06073911,0.6,13,1.902688263,13.29886038,1,154
Pontederia crassipes,,Pontederiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1884,,,,,17,,,,6,8,9,10,,11.064,,0,300,10,49,1,15,30,2.616228823,17.13932219,1,142
Populus alba,POAL7,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1875,Escape,223,48,55,43,1,1,Long,7,7,4,9,,11.33186975,0.32,0,3000.000001,12,39,24.38,5,12.7,0.52,1.652918671,0,151
Populus nigra,PONI,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1854,,22,9,48,39,1,1,,5.5,7.5,2,10,,11.07538462,1.04,0,4000.000001,12,39,40,8,8,0.485,0.97,0,172
Populus x canescens,POCA14,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1800,,,,,,,,,6.207107473,7.266346646,3.10081551,9.463629507,,13.30087891,80.31046651,0.052433715,3381.360182,12.33892731,40.97,28.02134599,7.22,10.02,0.508700128,1.306532591,0,226
Potamogeton crispus,,Potamogetonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1860,Release,806,74,324,100,1,1,Long,6.4,8.5,4,12,,60.56666667,2.373125,22.3232659,2100,12,55,1.52,1,10.16,0.5,1.635903665,1,166
Potentilla argentea,,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1830,,81,21,5,55,0,0,,4,6,3,7,,20.41793595,0.1,1239.472132,1165.090118,27.42616261,36.97,0.51,2.54,7.62,0.23,0.464578798,1,196
Potentilla indica,POIN5,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1875,,,,,25,,,,4.696223963,7.5,5,9,,26.08224495,0.28,0,1495.588643,20.85885125,70.5,0.2,3.81,5.08,1.79,1.678520314,1,151
Pourthiaea villosa,,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1860,,,,,11,,,,5.797563993,6.838239633,4,7,,18.32057119,135.4240131,140.5453,1441.038559,29.30636249,42.44,4.570000001,3,8,0.685657668,1.358763475,0,166
Prunella vulgaris,PRVU,Lamiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1909,,,,,167,1,1,,6.1,7.8,4,9,,29.05130894,0.95,0,1720,17,34,0.3,1.5,2.5,0.65,1.299999999,1,117
Prunus avium,PRAV,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1876,,112,27,6,37,1,1,,5.5,7.5,3,8,,13.09706426,183.08,0,1700,26,71,20.00000001,10,20,0.43,1.069477444,0,150
Prunus cerasifera,PRCE2,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1919,,38,12,82,26,0,0,,5.690633502,7.2,5,8,,10.8005,436.62,0,1000,17,69,9.140000001,3.18,7.62,0.332641653,0.772737264,0,107
Prunus cerasus,PRCE,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1827,,7,5,0,1,1,1,,6,7,3,8,,16.99815236,164.43,799.9999999,1800,27.01213216,55.19,9.999999996,6,12.7,0.31,1.24,0,199
Prunus mahaleb,PRMA,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1865,,9,7,1,31,0,1,,5.74376647,7.384271159,4,8,0,18.62166368,79.88,0,640.6000003,23.66244654,60.04,9.999999996,5,5.08,0.35,0.7,0,161
Prunus padus,PRPA5,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1905,,2,1,0,59,1,1,,5.5,7.5,3,6,,20.83242717,77.83,0,1000,16,59,14.92999999,6,13,1.18,3.579603579,0,121
Prunus persica,,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1838,,37,19,2,1,0,0,,6,7,5,9,,15.05252593,2792.31,50.00000001,220,31,55,7.620000001,3.81,15.24,0.3,0.6,0,188
Pseudognaphalium luteoalbum,PSLU6,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1978,,36,8,3,113,,,,,,,,,21.76548373,5.651761754,,,,,,,,,,1,48
Psidium cattleyanum,,Lithomyrtus,Shrub,Perennial,Angiosperm,Shrub,Woody,1825,,,,,4,,,,4.511644485,7.537492374,9,12,,4.6641791,875.5617381,0,2300,39,276,3.999999998,6,12,1.087085136,5.755791589,0,201
Pteris vittata,PTVI,Pteridaceae,Forb,Perennial,Fern,Forb,Herbaceous,1887,,42,4,57,97,,1,,7.2,8.8,8,11,,19.70699118,31.3675,0,2000,19,177,0.91,1.2,15,6.779999999,17.58908772,1,139
